,Symbol,Name,Industry,IndustryCode
1679,GLUE,Monte Rosa Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1680,EBTC,Enterprise Bancorp Inc,은행,551010
1681,ZT,Zimmer Energy Transition Acquisition Corp Class A,기타 금융업,556010
1682,ATRA,Atara Biotherapeutics Inc,생명과학 및 메디컬 리서치,562020
1683,ANZUU,Anzu Special Acquisition I Units,기타 금융업,556010
1684,TBCPU,Thunder Bridge Capital Partners III Units,기타 금융업,556010
1685,FMAO,Farmers & Merchants Bancorp Inc,은행,551010
1686,ZINGU,FTAC Zeus Acquisition Units,기타 금융업,556010
1687,PFHD,Professional Holding Corp Class A,은행,551010
1688,MAACU,Montes Archimedes Acquisition Units,기타 금융업,556010
1689,RGC,Regencell Bioscience Holdings Ltd,생명과학 및 메디컬 리서치,562020
1690,LITT,Logistics Innovation Technologies Corp Class A,기타 금융업,556010
1691,FCUV,Focus Universal Inc,소프트웨어 및 IT서비스,572010
1692,DGICA,Donegal Group Inc Class A,보험,553010
1693,SIFY,Sify Technologies Ltd ADR,통신 서비스,574010
1694,BCSA,Blockchain Coinvestors Acquisition Corp I Class A,기타 금융업,556010
1695,HLVX,Hillevax Inc,생명과학 및 메디컬 리서치,562020
1696,WSBF,Waterstone Financial Inc,은행,551010
1697,PHAT,Phathom Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1698,DZSI,DZS Inc,"컴퓨터, 전화 및 가전제품",571060
1699,SNRHU,Senior Connect Acquisition I Units,기타 금융업,556010
1700,FINMU,Marlin Technology Units,기타 금융업,556010
1701,BHFAO,Brighthouse Financial 1000 Depositary Shares Representing 1 Pref Series B,보험,553010
1702,GATE,Marblegate Acquisition Corp Class A,기타 금융업,556010
1703,ADSE,Ads-Tec Energy PLC,소프트웨어 및 IT서비스,572010
1704,BYTS,BYTE Acquisition Corp Class A,기타 금융업,556010
1705,DTOC,Digital Transformation Opportunities Corp Class A,기타 금융업,556010
1706,HCAR,Healthcare Services Acquisition Corp Class A,기타 금융업,556010
1707,CTAQU,Carney Tech Acq II Units,기타 금융업,556010
1708,JOFFU,JOFF Fintech Acquisition Units,기타 금융업,556010
1709,OHPAU,Orion Acquisition Units,기타 금융업,556010
1710,TRDA,Entrada Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1711,EH,EHang Holdings Ltd ADR,우주항공 및 국방,521010
1712,DOYU,Douyu International Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
1713,EPHYU,Epiphany Technology Acquisition Units,기타 금융업,556010
1714,SVACU,Starboard Value Acquisition Corp,기타 금융업,556010
1715,PARAP,Paramount Global 5 75 Mandatory Convertible Pref Shs Series A,미디어 및 출판,533020
1716,RSVR,Reservoir Media Inc,미디어 및 출판,533020
1717,ALDX,Aldeyra Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1718,BTAI,BioXcel Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1719,PRLD,Prelude Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1720,BWMX,Betterware de Mexico SAPI de CV,다양한 소매업,534020
1721,OCUL,Ocular Therapeutix Inc,제약,562010
1722,VWE,Vintage Wine Estates Inc,음료,541010
1723,PRSR,Prospector Capital Corp Class A,기타 금융업,556010
1724,CELU,Celularity Inc Class A,생명과학 및 메디컬 리서치,562020
1725,IPAX,Inflection Point Acquisition Corp Class A,기타 금융업,556010
1726,RMBL,RumbleOn Inc Class B,소프트웨어 및 IT서비스,572010
1727,SHBI,Shore Bancshares Inc,은행,551010
1728,IDYA,IDEAYA Biosciences Inc,생명과학 및 메디컬 리서치,562020
1729,MUDS,Mudrick Capital Acquisition Corp II Class A,기타 금융업,556010
1730,PFDR,Pathfinder Acquisition Corp Class A,기타 금융업,556010
1731,FULC,Fulcrum Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1732,PACXU,Pioneer Merger Units,기타 금융업,556010
1733,AVDL,Avadel Pharmaceuticals PLC ADR,제약,562010
1734,HTBI,Hometrust Bancshares Inc,은행,551010
1735,PRVB,Provention Bio Inc,생명과학 및 메디컬 리서치,562020
1736,COOLU,Corner Growth Acquisition Units,기타 금융업,556010
1737,PETQ,PetIQ Inc Class A,제약,562010
1738,PLPC,Preformed Line Products Co,"건설장비 및 대형차, 기차, 배",521020
1739,CYBE,CyberOptics Corp,전자 장비 및 부품,571040
1740,SATL,Satellogic Inc Class A,메탈&마이닝,512010
1741,HBANP,Huntington Bancshares 4.500 Depositary Shares Rep Perp Prf Shs Series H,은행,551010
1742,EIGR,Eiger BioPharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1743,DCRD,Decarbonization Plus Acquisition Corporation IV Class A,기타 금융업,556010
1744,CZNC,Citizens & Northern Corp,은행,551010
1745,CASA,Casa Systems Inc,커뮤니케이션 및 네트워킹,571020
1746,AXTI,AXT Inc,반도체 및 반도체 장비,571010
1747,PLMI,Plum Acquisition I Corp Class A,기타 금융업,556010
1748,ESGRP,Enstar Group DS Representing 1 1000 Pref Shs Series D,보험,553010
1749,GSRM,GSR II Meteora Acquisition Corp Class A,기타 금융업,556010
1750,GILT,Gilat Satellite Networks Ltd,커뮤니케이션 및 네트워킹,571020
1751,JMSB,John Marshall Bancorp Inc,은행,551010
1752,MESO,Mesoblast Ltd ADR,생명과학 및 메디컬 리서치,562020
1753,SDAC,Sustainable Development Acquisition I Corp Class A,기타 금융업,556010
1754,HCMA,HCM Acquisition Corp Class A,기타 금융업,556010
1755,TCRT,Alaunos Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1756,BLDE,Blade Air Mobility Inc Class A,소프트웨어 및 IT서비스,572010
1757,RRBI,Red River Bancshares Inc,은행,551010
1758,PFIS,Peoples Financial Services Corp,은행,551010
1759,GRIN,Grindrod Shipping Holdings Ltd,화물 및 물류 서비스,524050
1760,ANTX,AN2 Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1761,HCNE,Jaws Hurricane Acquisition Corp Class A,기타 금융업,556010
1762,CFVI,CF Acquisition Corp VI Class A,기타 금융업,556010
1763,SIER,Sierra Lake Acquisition Corp Class A,기타 금융업,556010
1764,ACGLN,Arch Capital Group Depositary Shares Rep1000 Non Cumu Pref Shs Series G,보험,553010
1765,ENTF,Enterprise 4.0 Technology Acquisition Corp Class A,기타 금융업,556010
1766,MULN,Mullen Automotive Inc,"건설장비 및 대형차, 기차, 배",521020
1767,SSAA,Science Strategic Acquisition Alpha Corp Class A,기타 금융업,556010
1768,IGIC,International General Insurance Holdings Ltd,보험,553010
1769,ARGU,Argus Capital Corp Class A,기타 금융업,556010
1770,BBCP,Concrete Pumping Holdings Inc,건설 및 엔지니어링,522010
1771,AGGR,Agile Growth Corp Class A,기타 금융업,556010
1772,BRKH,BurTech Acquisition Corp Class A,기타 금융업,556010
1773,SMMF,Summit Financial Group Inc,은행,551010
1774,CENN,Cenntro Electric Group Ltd,자동차 및 자동차 부품,531010
1775,DHCA,DHC Acquisition Corp Class A,기타 금융업,556010
1776,REE,REE Automotive Ltd Class A,자동차 및 자동차 부품,531010
1777,HMCO,HumanCo Acquisition Corp Class A,기타 금융업,556010
1778,SGHT,Sight Sciences Inc,헬스케어 장비 및 용품,561010
1779,TDACU,Trident Acquisitions Corp Unit,기타 금융업,556010
1780,BLBD,Blue Bird Corp,"건설장비 및 대형차, 기차, 배",521020
1781,TETCU,Tech Energy Transition Units,기타 금융업,556010
1782,LX,Lexinfintech Holdings Ltd ADR,은행,551010
1783,ISPO,Inspirato Inc Class A,호텔 및 엔터테인먼트,533010
1784,JOAN,Joann Inc,전문품 상점,534030
1785,FSRX,Finserv Acquisition Corp II Class A,기타 금융업,556010
1786,KRNL,Kernel Group Holdings Inc Class A,기타 금융업,556010
1787,RXST,Rxsight Inc,헬스케어 장비 및 용품,561010
1788,PPYA,Papaya Growth Opportunity Corp I Class A,기타 금융업,556010
1789,ACAB,Atlantic Coastal Acquisition Corp II Class A,기타 금융업,556010
1790,AMNB,American National Bankshares Inc,은행,551010
1791,AHRN,Ahren Acquisition Corp Class A,기타 금융업,556010
1792,NAACU,North Atlantic Acquisition Units,기타 금융업,556010
1793,IGAC,IG Acquisition Corp Class A,기타 금융업,556010
1794,PPGHU,Poema Global Holdings Units,기타 금융업,556010
1795,ABSI,Absci Corp,생명과학 및 메디컬 리서치,562020
1796,GPAC,Global Partner Acquisition II Corp Class A,기타 금융업,556010
1797,COVA,COVA Acquisition Corp Class A,기타 금융업,556010
1798,AFCG,AFC Gamma Inc,주택 및 상업용 리츠,601020
1799,AVNW,Aviat Networks Inc,커뮤니케이션 및 네트워킹,571020
1800,NTRSO,Northern Trust DS Representing 1 1000th Non Cumulative Perpetual Pref Shs,투자은행 및 서비스,551020
1801,CHSCP,CHS 8 Cumulative Redeemable Pref Shs,식품 및 담배,541020
1802,BNR,Burning Rock Biotech Ltd ADR,헬스케어 업체 및 서비스,561020
1803,TSIB,Tishman Speyer Innovation Corp II Class A,기타 금융업,556010
1804,KALV,Kalvista Pharmaceuticals Inc,제약,562010
1805,ATRO,Astronics Corp,우주항공 및 국방,521010
1806,GXII,GX Acquisition Corp II Class A,기타 금융업,556010
1807,OMER,Omeros Corp,제약,562010
1808,KRT,Karat Packaging Inc,용기 및 포장,513020
1809,YELL,Yellow Corp,화물 및 물류 서비스,524050
1810,CBNK,Capital Bancorp Inc,은행,551010
1811,BSKY,Big Sky Growth Partners Inc Class A,기타 금융업,556010
1812,PRTH,Priority Technology Holdings Inc,핀테크,573010
1813,WLDN,Willdan Group Inc,전문 및 상업 서비스,522030
1814,SENEA,Seneca Foods Corp Class A,식품 및 담배,541020
1815,INBK,First Internet Bancorp,은행,551010
1816,LGTOU,Legato Merger II Units,기타 금융업,556010
1817,ALTO,Alto Ingredients Inc,재생에너지,502010
1818,LGSTU,Semper Paratus Acquisition Units,기타 금융업,556010
1819,SFST,Southern First Bancshares Inc,은행,551010
1820,CNTA,Centessa Pharmaceuticals PLC ADR,생명과학 및 메디컬 리서치,562020
1821,MNMD,Mind Medicine (MindMed) Inc,생명과학 및 메디컬 리서치,562020
1822,HNST,Honest Company Inc,전문품 상점,534030
1823,PWUP,PowerUp Acquisition Corp Class A,기타 금융업,556010
1824,AVAH,Aveanna Healthcare Holdings Inc,헬스케어 업체 및 서비스,561020
1825,GLAD,Gladstone Capital Corp,다양한 금융서비스,555010
1826,KIII,Kismet Acquisition Three Corp Class A,기타 금융업,556010
1827,HLG,Hailiang Education Group Inc ADR,학교,631020
1828,TOP,TOP Financial Group Ltd,투자은행 및 서비스,551020
1829,TEDU,Tarena International Inc ADR,비즈니스교육,631030
1830,AGNCO,AGNC Investment DS REP 1/1000 Cumulative Pref Shs Series E,주택 및 상업용 리츠,601020
1831,DJCO,Daily Journal Corp,미디어 및 출판,533020
1832,DRAY,Macondray Capital Acquisition Corp I Class A,기타 금융업,556010
1833,CPZ,Calamos Long Short Equity Dynamic Income Trust Closed Fund,다양한 금융서비스,555010
1834,LGTO,Legato Merger II Corp,기타 금융업,556010
1835,EYPT,EyePoint Pharmaceuticals Inc,제약,562010
1836,CIIG,CIIG Capital Partners II Inc Class A,기타 금융업,556010
1837,REAX,Real Brokerage Inc,부동산 운영 관리,601010
1838,ZYXI,Zynex Inc,헬스케어 장비 및 용품,561010
1839,TZPS,TZP Strategies Acquisition Corp Class A,기타 금융업,556010
1840,QIWI,Qiwi PLC ADR Class B,전문 및 상업 서비스,522030
1841,CSTE,Caesarstone Ltd,주택건설,532030
1842,KLAQ,KL Acquisition Corp Class A,기타 금융업,556010
1843,CLRM,Clarim Acquisition Corp Class A,기타 금융업,556010
1844,ORMP,Oramed Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1845,XPDB,Power & Digital Infrastructure Acquisition II Corp Class A,기타 금융업,556010
1846,CPAAU,Conyers Park III Acquisition Units,기타 금융업,556010
1847,LOCO,El Pollo Loco Holdings Inc,호텔 및 엔터테인먼트,533010
1848,DHBC,DHB Capital Corp Class A,기타 금융업,556010
1849,SPKB,Silver Spike Acquisition Corp II Class A,기타 금융업,556010
1850,PSTX,Poseida Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1851,ARRW,Arrowroot Acquisition Corp Class A,기타 금융업,556010
1852,IPVI,InterPrivate IV InfraTech Partners Inc Class A,기타 금융업,556010
1853,GAMC,Golden Arrow Merger Corp Class A,기타 금융업,556010
1854,LCAA,L Catterton Asia Acquisition Corp Class A,기타 금융업,556010
1855,LSAK,Lesaka Technologies Inc,전문 및 상업 서비스,522030
1856,BCAB,Bioatla Inc,생명과학 및 메디컬 리서치,562020
1857,APTM,Alpha Partners Technology Merger Corp Class A,기타 금융업,556010
1858,ERESU,East Resources Acquisition Company Units,기타 금융업,556010
1859,DGNS,Dragoneer Growth Opportunities Corp II Class A,기타 금융업,556010
1860,INVE,Identiv Inc,전자 장비 및 부품,571040
1861,CRESY,Cresud SACIF y A ADR,식품 및 담배,541020
1862,SLCRU,Silver Crest Acquisition Units,기타 금융업,556010
1863,TWLVU,Twelve Seas Investment Company II Units,기타 금융업,556010
1864,NDACU,Nightdragon Acquisition Units,기타 금융업,556010
1865,GLBLU,Cartesian Growth Units,기타 금융업,556010
1866,LGVC,LAMF Global Ventures I Corp Class A,기타 금융업,556010
1867,HBCP,Home Bancorp Inc,은행,551010
1868,ESAC,ESGEN Acquisition Corp Class A,기타 금융업,556010
1869,VTIQU,Vectoiq Acquisition Ii Units,기타 금융업,556010
1870,DMRC,Digimarc Corp,소프트웨어 및 IT서비스,572010
1871,IVCBU,Investcorp Europe Acquisition Units,기타 금융업,556010
1872,ACB,Aurora Cannabis Inc,제약,562010
1873,FRST,Primis Financial Corp,은행,551010
1874,FWAC,Fifth Wall Acquisition Corp III Class A,기타 금융업,556010
1875,ALBO,Albireo Pharma Inc,생명과학 및 메디컬 리서치,562020
1876,GIIXU,Gores Holdings VIII Units,기타 금융업,556010
1877,PSAG,Property Solutions Acquisition Corp II Class A,기타 금융업,556010
1878,ADAP,Adaptimmune Therapeutics PLC ADR,생명과학 및 메디컬 리서치,562020
1879,WHF,WhiteHorse Finance Inc,다양한 금융서비스,555010
1880,SCOBU,ScION Tech Growth II Units,기타 금융업,556010
1881,LUXAU,Lux Health Tech Acq Units,기타 금융업,556010
1882,STRO,Sutro Biopharma Inc,생명과학 및 메디컬 리서치,562020
1883,TMKR,Tastemaker Acquisition Corp Class A,기타 금융업,556010
1884,JCICU,Jack Creek Investment Units,기타 금융업,556010
1885,ZTAQU,Zimmer Energy Transition Acquisition Units,기타 금융업,556010
1886,GGMC,Glenfarne Merger Corp Class A,기타 금융업,556010
1887,AURC,Aurora Acquisition Corp Class A,기타 금융업,556010
1888,ABUS,Arbutus Biopharma Corp,제약,562010
1889,KAIR,Kairos Acquisition Corp Class A,기타 금융업,556010
1890,SCLEU,Broadscale Acquisition Units,기타 금융업,556010
1891,FMIVU,Forum Merger IV Units,기타 금융업,556010
1892,FNLC,First Bancorp Inc,은행,551010
1893,QTRX,Quanterix Corp,헬스케어 장비 및 용품,561010
1894,GWRS,Global Water Resources Inc,수도 유틸리티,591030
1895,HCICU,Hennessy Capital Investment Units,기타 금융업,556010
1896,NVSA,New Vista Acquisition Corp Class A,기타 금융업,556010
1897,OEPWU,One Equity Partners Open Water I Units,기타 금융업,556010
1898,EAC,Edify Acquisition Corp Class A,기타 금융업,556010
1899,SWET,Athlon Acquisition Corp Class A,기타 금융업,556010
1900,CIVB,Civista Bancshares Inc,은행,551010
1901,SELB,Selecta Biosciences Inc,생명과학 및 메디컬 리서치,562020
1902,DHHCU,DiamondHead Holdings Units,기타 금융업,556010
1903,COLIU,Colicity Units,기타 금융업,556010
1904,ACAHU,Atlantic Coastal Acquisition Units,기타 금융업,556010
1905,RXRAU,RXR Acquisition Units,기타 금융업,556010
1906,PMGM,Priveterra Acquisition Corp Class A,기타 금융업,556010
1907,UPLD,Upland Software Inc,소프트웨어 및 IT서비스,572010
1908,ADER,26 Capital Acquisition Corp Class A,기타 금융업,556010
1909,PTOCU,Pine Technology Acquisition Units,기타 금융업,556010
1910,TIOAU,Tio Tech A Units,기타 금융업,556010
1911,DISA,Disruptive Acquisition Corporation I Class A,기타 금융업,556010
1912,IRAA,Iris Acquisition Corp Class A,기타 금융업,556010
1913,EMLD,FTAC Emerald Acquisition Corp Class A,기타 금융업,556010
1914,FTCV,Fintech Acquisition Corp V Class A,기타 금융업,556010
1915,FTVI,Fintech Acquisition Corp VI Class A,기타 금융업,556010
1916,BLFY,Blue Foundry Bancorp,은행,551010
1917,BLEU,Bleuacacia Ltd Class A,기타 금융업,556010
1918,FTAA,FTAC Athena Acquisition Corp Class A,기타 금융업,556010
1919,IIII,Insu Acquisition Corp III Class A,기타 금융업,556010
1920,CPARU,Catalyst Partners Acquisition Units,기타 금융업,556010
1921,LILA,Liberty Latin America Ltd Class A,통신 서비스,574010
1922,JUGG,Jaws Juggernaut Acquisition Corp Class A,기타 금융업,556010
1923,FTPA,FTAC Parnassus Acquisition Corp Class A,기타 금융업,556010
1924,GRVY,Gravity Co Ltd ADR,소프트웨어 및 IT서비스,572010
1925,ANIK,Anika Therapeutics Inc,제약,562010
1926,UTMD,Utah Medical Products Inc,헬스케어 장비 및 용품,561010
1927,BCBP,BCB Bancorp Inc,은행,551010
1928,RENT,Rent the Runway Inc Class A,섬유 및 의류,532020
1929,MCBC,Macatawa Bank Corp,은행,551010
1930,NA,Nano Labs Ltd ADR,반도체 및 반도체 장비,571010
1931,NWPX,Northwest Pipe Co,메탈&마이닝,512010
1932,BSRR,Sierra Bancorp,은행,551010
1933,LITTU,Logistics Innovation Technologies Class A Ord Shs,기타 금융업,556010
1934,LVRA,Levere Holdings Corp Class A,기타 금융업,556010
1935,CMTL,Comtech Telecommunications Corp,커뮤니케이션 및 네트워킹,571020
1936,ONYX,Onyx Acquisition I Co Class A,기타 금융업,556010
1937,VLGEA,Village Super Market Inc Class A,식품 및 약품소매,543010
1938,GRPN,Groupon Inc,다양한 소매업,534020
1939,HCVIU,Hennessy Capital Investment VI Units,기타 금융업,556010
1940,BYTSU,Byte Acquisition Units,기타 금융업,556010
1941,CECE,CECO Environmental Corp,전문 및 상업 서비스,522030
1942,HRZN,Horizon Technology Finance Corp,다양한 금융서비스,555010
